POLONNARUWA,428
ANURADHAPURA,296
RATHMALGAHAWEWA,20
"NORTHCENTRALPROVINC,",17
WELIKANDA,12
HOROWPATHANA,5
MEDIRIGIRIYA,3
ANURADAPURA,1
