COLOMBOSOUTH,574
NUGEGODA,565
MAHARAGAMA,194
COLOMBO04,165
MEDICINE,26
POSTGRADUATEMEDICALTRAININGCENTER,13
PHYSIOLOGY,11
NARAHENPITA,7
COLOMBO01,6
FAMILYPRACTICECENTER,3
SRILANKA,3
DEPARTMENTOFPAEDIATRICS-NUGEGODA,2
FAMILYMEDICINE,2
BIOCHEMISTRY,1
