BADULLA,614
BATTICALOA,303
AMPARA,264
TRINCOMALEE,254
MONARAGALA,196
KALMUNAI,175
AKKARAIPATTU,157
KANTHALE,135
MAHIYANGANAYA,105
DIYATALAWA,105
EASTERNPROVINCE,40
UVAPROVINCIALCOUNCIL,28
