Date,x
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-19,
2017-04-20,
2017-04-25,
2017-04-26,5.571428571428571
2017-04-27,5.3928571428571415
2017-05-15,5.035714285714285
2017-05-16,8.285714285714285
2017-05-22,11.642857142857144
2017-05-23,11.785714285714286
2017-05-24,11.821428571428571
2017-05-25,11.714285714285714
2017-05-29,11.64285714285714
2017-05-31,12.107142857142856
2017-06-01,12.499999999999998
2017-06-02,12.607142857142854
2017-06-05,12.39285714285714
2017-06-06,11.964285714285712
2017-06-07,11.857142857142854
2017-06-09,11.821428571428568
2017-06-12,11.857142857142852
2017-06-13,8.392857142857142
2017-06-14,4.9642857142857135
2017-06-15,5.035714285714286
2017-06-19,5.107142857142857
2017-06-21,4.892857142857143
2017-06-23,4.642857142857142
2017-06-24,4.928571428571429
2017-06-26,5.035714285714285
2017-06-27,4.678571428571428
2017-06-28,4.535714285714286
2017-06-29,4.678571428571429
2017-07-03,4.714285714285714
2017-07-06,4.57142857142857
2017-07-07,4.678571428571427
2017-07-10,4.7142857142857135
2017-07-11,4.285714285714286
2017-07-17,3.964285714285715
2017-07-19,4.000000000000001
2017-07-21,4.071428571428572
2017-07-24,4.071428571428571
2017-07-25,3.214285714285714
2017-08-01,2.2857142857142856
2017-08-03,2.2142857142857144
2017-08-08,8.25
2017-08-15,16.535714285714285
2017-08-16,18.857142857142858
2017-08-21,19.25
2017-08-25,19.642857142857142
2017-08-28,19.750000000000004
2017-09-06,19.92857142857143
2017-09-07,20.714285714285715
2017-09-08,21.321428571428573
2017-09-11,21.28571428571429
2017-09-12,21.250000000000004
2017-09-13,21.21428571428572
2017-09-14,21.32142857142858
2017-09-15,21.785714285714292
2017-09-18,16.499999999999996
2017-09-19,8.57142857142857
2017-09-23,6.25
2017-09-26,5.892857142857143
2017-09-28,5.500000000000001
2017-09-29,5.607142857142858
2017-09-30,5.750000000000001
2017-10-02,5.035714285714286
2017-10-09,4.392857142857143
2017-10-10,4.785714285714286
2017-10-16,5.321428571428571
2017-10-19,5.499999999999999
2017-10-23,5.5
2017-10-24,5.214285714285714
2017-10-25,5.035714285714285
2017-10-27,5.2142857142857135
2017-10-28,5.428571428571428
2017-10-31,5.642857142857142
2017-11-06,5.642857142857143
2017-11-07,5.714285714285714
2017-11-08,5.82142857142857
2017-11-09,5.749999999999999
2017-11-14,5.607142857142856
2017-11-15,5.82142857142857
2017-11-16,6.107142857142856
2017-11-20,6.142857142857141
2017-11-21,6.464285714285714
2017-11-22,6.607142857142857
2017-11-24,6.285714285714285
2017-11-30,6.607142857142857
2017-12-04,7.142857142857143
2017-12-05,7.071428571428571
2017-12-06,7.035714285714286
2017-12-07,6.821428571428571
2017-12-09,6.499999999999999
2017-12-11,6.428571428571428
2017-12-12,6.714285714285713
2017-12-13,6.57142857142857
2017-12-15,6.285714285714285
2017-12-18,6.392857142857141
2017-12-19,6.035714285714286
2017-12-20,5.714285714285714
2017-12-21,5.857142857142858
2017-12-22,5.642857142857143
2017-12-26,5.107142857142857
2017-12-27,4.999999999999999
2017-12-28,5.25
2018-01-02,5.357142857142857
2018-01-03,5.392857142857143
2018-01-04,7.285714285714286
2018-01-08,9.107142857142858
2018-01-09,8.999999999999998
2018-01-10,8.571428571428573
2018-01-12,8.285714285714285
2018-01-13,8.25
2018-01-15,8.214285714285714
2018-01-16,7.892857142857142
2018-01-17,7.214285714285713
2018-01-18,6.928571428571427
2018-01-24,7.07142857142857
2018-01-27,6.8928571428571415
2018-02-01,6.6428571428571415
2018-02-02,6.607142857142856
2018-02-05,4.821428571428572
2018-02-06,2.7857142857142856
2018-02-08,2.499999999999999
2018-02-12,3.678571428571428
2018-02-13,5.249999999999999
2018-02-17,5.7142857142857135
2018-02-20,7.9642857142857135
2018-02-21,10.071428571428571
2018-02-24,10.428571428571427
2018-02-27,11.285714285714285
2018-02-28,11.999999999999996
2018-03-06,12.285714285714285
2018-03-07,12.285714285714285
2018-03-09,12.714285714285712
2018-03-10,13.214285714285712
2018-03-12,13.249999999999998
2018-03-13,13.785714285714283
2018-03-14,13.714285714285714
2018-03-16,12.964285714285714
2018-03-19,14.499999999999998
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-26,
2018-03-28,
2018-03-29,
2018-03-30,
